,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
12378,Asia,Thailand,1994,5-14 years,2,11430000,2784,0.02
12379,Asia,Thailand,1994,55-74 years,277,5223000,2784,5.3
12380,Asia,Thailand,1994,75+ years,46,927000,2784,4.96
12381,Asia,Thailand,1995,15-24 years,1209,11848724,3114,10.2
12382,Asia,Thailand,1995,25-34 years,1218,10465881,3114,11.64
12383,Asia,Thailand,1995,35-54 years,1192,13807202,3114,8.63
12384,Asia,Thailand,1995,5-14 years,98,10988177,3114,0.89
12385,Asia,Thailand,1995,55-74 years,454,6232400,3114,7.28
12386,Asia,Thailand,1995,75+ years,74,1023673,3114,7.23
12387,Asia,Thailand,1996,15-24 years,1329,11611951,3324,11.45
12388,Asia,Thailand,1996,25-34 years,1361,10738316,3324,12.67
12389,Asia,Thailand,1996,35-54 years,1215,14416024,3324,8.43
12390,Asia,Thailand,1996,5-14 years,0,10813101,3324,0.0
12391,Asia,Thailand,1996,55-74 years,476,6417638,3324,7.42
12392,Asia,Thailand,1996,75+ years,62,1073673,3324,5.77
12393,Asia,Thailand,1997,15-24 years,1141,11376445,2689,10.03
12394,Asia,Thailand,1997,25-34 years,1255,10960953,2689,11.45
12395,Asia,Thailand,1997,35-54 years,1264,15100977,2689,8.37
12396,Asia,Thailand,1997,5-14 years,0,10687579,2689,0.0
12397,Asia,Thailand,1997,55-74 years,423,6607772,2689,6.4
12398,Asia,Thailand,1997,75+ years,67,1125362,2689,5.95
12399,Asia,Thailand,1998,15-24 years,1294,11159341,2005,11.6
12400,Asia,Thailand,1998,25-34 years,1508,11110503,2005,13.57
12401,Asia,Thailand,1998,35-54 years,1470,15847468,2005,9.28
12402,Asia,Thailand,1998,5-14 years,64,10590413,2005,0.6
12403,Asia,Thailand,1998,55-74 years,561,6803363,2005,8.25
12404,Asia,Thailand,1998,75+ years,66,1180695,2005,5.59
12405,Asia,Thailand,1999,15-24 years,1266,10963416,2203,11.55
12406,Asia,Thailand,1999,25-34 years,1596,11162821,2203,14.3
12407,Asia,Thailand,1999,35-54 years,1614,16633182,2203,9.7
12408,Asia,Thailand,1999,5-14 years,57,10501074,2203,0.54
12409,Asia,Thailand,1999,55-74 years,643,7005668,2203,9.18
12410,Asia,Thailand,1999,75+ years,100,1241699,2203,8.05
12411,Asia,Thailand,2000,15-24 years,1209,10788248,2169,11.21
12412,Asia,Thailand,2000,25-34 years,1545,11106428,2169,13.91
12413,Asia,Thailand,2000,35-54 years,1707,17437166,2169,9.79
12414,Asia,Thailand,2000,5-14 years,0,10404074,2169,0.0
12415,Asia,Thailand,2000,55-74 years,607,7216972,2169,8.41
12416,Asia,Thailand,2000,75+ years,114,1309247,2169,8.71
12417,Asia,Thailand,2002,15-24 years,942,10578584,2305,8.9
12418,Asia,Thailand,2002,25-34 years,1350,11603961,2305,11.63
12419,Asia,Thailand,2002,35-54 years,1708,17562546,2305,9.73
12420,Asia,Thailand,2002,5-14 years,55,9859570,2305,0.56
12421,Asia,Thailand,2002,55-74 years,705,7179506,2305,9.82
12422,Asia,Thailand,2002,75+ years,142,1479222,2305,9.6
12423,Asia,Thailand,2003,15-24 years,756,10621380,2531,7.12
12424,Asia,Thailand,2003,25-34 years,1160,11030219,2531,10.52
12425,Asia,Thailand,2003,35-54 years,1671,19056306,2531,8.77
12426,Asia,Thailand,2003,5-14 years,49,9998887,2531,0.49
12427,Asia,Thailand,2003,55-74 years,714,7877847,2531,9.06
12428,Asia,Thailand,2003,75+ years,134,1574312,2531,8.51
12429,Asia,Thailand,2004,15-24 years,648,10513424,2849,6.16
12430,Asia,Thailand,2004,25-34 years,1135,10968217,2849,10.35
12431,Asia,Thailand,2004,35-54 years,1664,19551259,2849,8.51
12432,Asia,Thailand,2004,5-14 years,29,9848564,2849,0.29
12433,Asia,Thailand,2004,55-74 years,681,8140950,2849,8.37
12434,Asia,Thailand,2004,75+ years,139,1663959,2849,8.35
12435,Asia,Thailand,2005,15-24 years,575,10393117,3094,5.53
12436,Asia,Thailand,2005,25-34 years,1025,10905965,3094,9.4
12437,Asia,Thailand,2005,35-54 years,1511,20006648,3094,7.55
12438,Asia,Thailand,2005,5-14 years,38,9688226,3094,0.39
12439,Asia,Thailand,2005,55-74 years,661,8435835,3094,7.84
12440,Asia,Thailand,2005,75+ years,127,1752874,3094,7.25
12441,Asia,Thailand,2006,15-24 years,469,10234139,3598,4.58
12442,Asia,Thailand,2006,25-34 years,904,10873953,3598,8.31
12443,Asia,Thailand,2006,35-54 years,1489,20417054,3598,7.29
12444,Asia,Thailand,2006,5-14 years,27,9524280,3598,0.28
12445,Asia,Thailand,2006,55-74 years,605,8731050,3598,6.93
12446,Asia,Thailand,2006,75+ years,114,1856036,3598,6.14
12447,Asia,Thailand,2007,15-24 years,495,9711468,4461,5.1
12448,Asia,Thailand,2007,25-34 years,957,10864536,4461,8.81
12449,Asia,Thailand,2007,35-54 years,1505,19404285,4461,7.76
12450,Asia,Thailand,2007,5-14 years,25,9238283,4461,0.27
12451,Asia,Thailand,2007,55-74 years,625,7997389,4461,7.82
12452,Asia,Thailand,2007,75+ years,147,1725660,4461,8.52
12453,Asia,Thailand,2008,15-24 years,471,9676828,4921,4.87
12454,Asia,Thailand,2008,25-34 years,900,10785330,4921,8.34
12455,Asia,Thailand,2008,35-54 years,1586,19695039,4921,8.05
12456,Asia,Thailand,2008,5-14 years,24,9086381,4921,0.26
12457,Asia,Thailand,2008,55-74 years,646,8192114,4921,7.89
12458,Asia,Thailand,2008,75+ years,151,1781081,4921,8.48
12459,Asia,Thailand,2009,15-24 years,469,9631438,4736,4.87
12460,Asia,Thailand,2009,25-34 years,849,10667005,4736,7.96
12461,Asia,Thailand,2009,35-54 years,1554,19942537,4736,7.79
12462,Asia,Thailand,2009,5-14 years,37,8918024,4736,0.41
12463,Asia,Thailand,2009,55-74 years,727,8469383,4736,8.58
12464,Asia,Thailand,2009,75+ years,151,1855331,4736,8.14
12465,Asia,Thailand,2010,15-24 years,507,9607579,5707,5.28
12466,Asia,Thailand,2010,25-34 years,852,10530879,5707,8.09
12467,Asia,Thailand,2010,35-54 years,1511,20156068,5707,7.5
12468,Asia,Thailand,2010,5-14 years,30,8740996,5707,0.34
12469,Asia,Thailand,2010,55-74 years,675,8800104,5707,7.67
12470,Asia,Thailand,2010,75+ years,186,1934138,5707,9.62
12471,Asia,Thailand,2011,15-24 years,452,9652998,6153,4.68
12472,Asia,Thailand,2011,25-34 years,929,10410393,6153,8.92
12473,Asia,Thailand,2011,35-54 years,1588,20372374,6153,7.79
12474,Asia,Thailand,2011,5-14 years,31,8577770,6153,0.36
12475,Asia,Thailand,2011,55-74 years,705,9214684,6153,7.65
12476,Asia,Thailand,2011,75+ years,168,2033613,6153,8.26
12477,Asia,Thailand,2012,15-24 years,453,9667319,6584,4.69
12478,Asia,Thailand,2012,25-34 years,883,10172271,6584,8.68
12479,Asia,Thailand,2012,35-54 years,1628,20471114,6584,7.95
12480,Asia,Thailand,2012,5-14 years,28,8356913,6584,0.34
12481,Asia,Thailand,2012,55-74 years,803,9579920,6584,8.38
12482,Asia,Thailand,2012,75+ years,190,2134718,6584,8.9
12483,Asia,Thailand,2013,15-24 years,419,9697881,6917,4.32
12484,Asia,Thailand,2013,25-34 years,832,9999321,6917,8.32
12485,Asia,Thailand,2013,35-54 years,1695,20627243,6917,8.22
12486,Asia,Thailand,2013,5-14 years,23,8208741,6917,0.28
12487,Asia,Thailand,2013,55-74 years,776,9933074,6917,7.81
12488,Asia,Thailand,2013,75+ years,216,2300227,6917,9.39
12489,Asia,Thailand,2014,15-24 years,386,9652530,6662,4.0
12490,Asia,Thailand,2014,25-34 years,798,9852371,6662,8.1
12491,Asia,Thailand,2014,35-54 years,1662,20739485,6662,8.01
12492,Asia,Thailand,2014,5-14 years,26,8119366,6662,0.32
12493,Asia,Thailand,2014,55-74 years,872,10311720,6662,8.46
12494,Asia,Thailand,2014,75+ years,208,2464447,6662,8.44
12495,Asia,Thailand,2015,15-24 years,372,9480055,6552,3.92
12496,Asia,Thailand,2015,25-34 years,759,9657167,6552,7.86
12497,Asia,Thailand,2015,35-54 years,1845,20748008,6552,8.89
12498,Asia,Thailand,2015,5-14 years,26,7993431,6552,0.33
12499,Asia,Thailand,2015,55-74 years,966,10786954,6552,8.96
12500,Asia,Thailand,2015,75+ years,237,2595661,6552,9.13
12501,Asia,Thailand,2016,15-24 years,382,9261879,6713,4.12
12502,Asia,Thailand,2016,25-34 years,762,9499011,6713,8.02
12503,Asia,Thailand,2016,35-54 years,1796,20714331,6713,8.67
12504,Asia,Thailand,2016,55-74 years,956,11253713,6713,8.49
12505,Asia,Thailand,2016,75+ years,221,2713067,6713,8.15
12506,N. america,Trinidad and Tobago,1985,15-24 years,7,246000,7317,2.85
12507,N. america,Trinidad and Tobago,1985,25-34 years,10,186000,7317,5.38
12508,N. america,Trinidad and Tobago,1985,35-54 years,9,202000,7317,4.46
12509,N. america,Trinidad and Tobago,1985,5-14 years,1,245000,7317,0.41
12510,N. america,Trinidad and Tobago,1985,55-74 years,2,106000,7317,1.89
12511,N. america,Trinidad and Tobago,1985,75+ years,0,23000,7317,0.0
12512,N. america,Trinidad and Tobago,1986,15-24 years,25,259600,4516,9.63
12513,N. america,Trinidad and Tobago,1986,25-34 years,34,201600,4516,16.87
12514,N. america,Trinidad and Tobago,1986,35-54 years,30,216800,4516,13.84
12515,N. america,Trinidad and Tobago,1986,5-14 years,1,253500,4516,0.39
12516,N. america,Trinidad and Tobago,1986,55-74 years,12,108700,4516,11.04
12517,N. america,Trinidad and Tobago,1986,75+ years,2,21400,4516,9.35
12518,N. america,Trinidad and Tobago,1987,15-24 years,33,263400,4449,12.53
12519,N. america,Trinidad and Tobago,1987,25-34 years,37,205000,4449,18.05
12520,N. america,Trinidad and Tobago,1987,35-54 years,32,220300,4449,14.53
12521,N. america,Trinidad and Tobago,1987,5-14 years,2,257400,4449,0.78
12522,N. america,Trinidad and Tobago,1987,55-74 years,11,110600,4449,9.95
12523,N. america,Trinidad and Tobago,1987,75+ years,4,21600,4449,18.52
12524,N. america,Trinidad and Tobago,1988,15-24 years,32,268000,4104,11.94
12525,N. america,Trinidad and Tobago,1988,25-34 years,55,208200,4104,26.42
12526,N. america,Trinidad and Tobago,1988,35-54 years,45,223700,4104,20.12
12527,N. america,Trinidad and Tobago,1988,5-14 years,4,261700,4104,1.53
12528,N. america,Trinidad and Tobago,1988,55-74 years,21,112200,4104,18.72
12529,N. america,Trinidad and Tobago,1988,75+ years,7,21800,4104,32.11
12530,N. america,Trinidad and Tobago,1989,15-24 years,50,232000,4040,21.55
12531,N. america,Trinidad and Tobago,1989,25-34 years,42,212000,4040,19.81
12532,N. america,Trinidad and Tobago,1989,35-54 years,56,226000,4040,24.78
12533,N. america,Trinidad and Tobago,1989,5-14 years,5,268000,4040,1.87
12534,N. america,Trinidad and Tobago,1989,55-74 years,17,108000,4040,15.74
12535,N. america,Trinidad and Tobago,1989,75+ years,3,24000,4040,12.5
12536,N. america,Trinidad and Tobago,1990,15-24 years,47,229000,4656,20.52
12537,N. america,Trinidad and Tobago,1990,25-34 years,51,216000,4656,23.61
12538,N. america,Trinidad and Tobago,1990,35-54 years,45,232000,4656,19.4
12539,N. america,Trinidad and Tobago,1990,5-14 years,4,276000,4656,1.45
12540,N. america,Trinidad and Tobago,1990,55-74 years,21,109000,4656,19.27
12541,N. america,Trinidad and Tobago,1990,75+ years,2,26500,4656,7.55
12542,N. america,Trinidad and Tobago,1991,15-24 years,53,227000,4817,23.35
12543,N. america,Trinidad and Tobago,1991,25-34 years,36,219000,4817,16.44
12544,N. america,Trinidad and Tobago,1991,35-54 years,35,238000,4817,14.71
12545,N. america,Trinidad and Tobago,1991,5-14 years,5,282000,4817,1.77
12546,N. america,Trinidad and Tobago,1991,55-74 years,18,110000,4817,16.36
12547,N. america,Trinidad and Tobago,1991,75+ years,1,26000,4817,3.85
12548,N. america,Trinidad and Tobago,1992,15-24 years,40,224400,4803,17.83
12549,N. america,Trinidad and Tobago,1992,25-34 years,43,212100,4803,20.27
12550,N. america,Trinidad and Tobago,1992,35-54 years,49,262300,4803,18.68
12551,N. america,Trinidad and Tobago,1992,5-14 years,5,286500,4803,1.75
12552,N. america,Trinidad and Tobago,1992,55-74 years,19,117900,4803,16.12
12553,N. america,Trinidad and Tobago,1992,75+ years,7,29400,4803,23.81
12554,N. america,Trinidad and Tobago,1993,15-24 years,35,228700,4066,15.3
12555,N. america,Trinidad and Tobago,1993,25-34 years,52,211700,4066,24.56
12556,N. america,Trinidad and Tobago,1993,35-54 years,65,270900,4066,23.99
12557,N. america,Trinidad and Tobago,1993,5-14 years,2,287200,4066,0.7
12558,N. america,Trinidad and Tobago,1993,55-74 years,19,119800,4066,15.86
12559,N. america,Trinidad and Tobago,1993,75+ years,1,30000,4066,3.33
12560,N. america,Trinidad and Tobago,1994,15-24 years,30,234200,4254,12.81
12561,N. america,Trinidad and Tobago,1994,25-34 years,45,210700,4254,21.36
12562,N. america,Trinidad and Tobago,1994,35-54 years,42,279700,4254,15.02
12563,N. america,Trinidad and Tobago,1994,5-14 years,2,285800,4254,0.7
12564,N. america,Trinidad and Tobago,1994,55-74 years,26,122000,4254,21.31
12565,N. america,Trinidad and Tobago,1994,75+ years,3,30500,4254,9.84
12566,N. america,Trinidad and Tobago,1995,15-24 years,27,228755,4637,11.8
12567,N. america,Trinidad and Tobago,1995,25-34 years,52,202687,4637,25.66
12568,N. america,Trinidad and Tobago,1995,35-54 years,65,286827,4637,22.66
12569,N. america,Trinidad and Tobago,1995,5-14 years,5,280129,4637,1.78
12570,N. america,Trinidad and Tobago,1995,55-74 years,27,122759,4637,21.99
12571,N. america,Trinidad and Tobago,1995,75+ years,8,28016,4637,28.56
12572,N. america,Trinidad and Tobago,1996,15-24 years,31,233125,4982,13.3
12573,N. america,Trinidad and Tobago,1996,25-34 years,35,199619,4982,17.53
12574,N. america,Trinidad and Tobago,1996,35-54 years,48,295700,4982,16.23
12575,N. america,Trinidad and Tobago,1996,5-14 years,2,273436,4982,0.73
12576,N. america,Trinidad and Tobago,1996,55-74 years,22,125372,4982,17.55
12577,N. america,Trinidad and Tobago,1996,75+ years,8,28933,4982,27.65
12578,N. america,Trinidad and Tobago,1997,15-24 years,38,238487,4937,15.93
12579,N. america,Trinidad and Tobago,1997,25-34 years,42,195918,4937,21.44
12580,N. america,Trinidad and Tobago,1997,35-54 years,50,305025,4937,16.39
12581,N. america,Trinidad and Tobago,1997,5-14 years,2,264752,4937,0.76
12582,N. america,Trinidad and Tobago,1997,55-74 years,23,128367,4937,17.92
12583,N. america,Trinidad and Tobago,1997,75+ years,5,29718,4937,16.82
12584,N. america,Trinidad and Tobago,1998,15-24 years,33,244533,5175,13.5
12585,N. america,Trinidad and Tobago,1998,25-34 years,39,192133,5175,20.3
12586,N. america,Trinidad and Tobago,1998,35-54 years,71,314269,5175,22.59
12587,N. america,Trinidad and Tobago,1998,5-14 years,4,254809,5175,1.57
12588,N. america,Trinidad and Tobago,1998,55-74 years,17,131797,5175,12.9
12589,N. america,Trinidad and Tobago,1998,75+ years,7,30383,5175,23.04
12590,N. america,Trinidad and Tobago,1999,15-24 years,24,250549,5803,9.58
12591,N. america,Trinidad and Tobago,1999,25-34 years,36,188966,5803,19.05
12592,N. america,Trinidad and Tobago,1999,35-54 years,48,322589,5803,14.88
12593,N. america,Trinidad and Tobago,1999,5-14 years,0,244590,5803,0.0
12594,N. america,Trinidad and Tobago,1999,55-74 years,29,135654,5803,21.38
12595,N. america,Trinidad and Tobago,1999,75+ years,2,30928,5803,6.47
12596,N. america,Trinidad and Tobago,2000,15-24 years,34,255979,6920,13.28
12597,N. america,Trinidad and Tobago,2000,25-34 years,35,186875,6920,18.73
12598,N. america,Trinidad and Tobago,2000,35-54 years,61,329528,6920,18.51
12599,N. america,Trinidad and Tobago,2000,5-14 years,3,234674,6920,1.28
12600,N. america,Trinidad and Tobago,2000,55-74 years,24,139938,6920,17.15
12601,N. america,Trinidad and Tobago,2000,75+ years,9,31369,6920,28.69
12602,N. america,Trinidad and Tobago,2001,15-24 years,45,260046,7458,17.3
12603,N. america,Trinidad and Tobago,2001,25-34 years,30,187636,7458,15.99
12604,N. america,Trinidad and Tobago,2001,35-54 years,71,335279,7458,21.18
12605,N. america,Trinidad and Tobago,2001,5-14 years,2,224190,7458,0.89
12606,N. america,Trinidad and Tobago,2001,55-74 years,23,143834,7458,15.99
12607,N. america,Trinidad and Tobago,2001,75+ years,8,32369,7458,24.72
12608,N. america,Trinidad and Tobago,2002,15-24 years,36,263190,7578,13.68
12609,N. america,Trinidad and Tobago,2002,25-34 years,38,189518,7578,20.05
12610,N. america,Trinidad and Tobago,2002,35-54 years,56,340006,7578,16.47
12611,N. america,Trinidad and Tobago,2002,5-14 years,2,214652,7578,0.93
12612,N. america,Trinidad and Tobago,2002,55-74 years,20,148163,7578,13.5
12613,N. america,Trinidad and Tobago,2002,75+ years,4,33271,7578,12.02
12614,N. america,Trinidad and Tobago,2003,15-24 years,36,265014,9465,13.58
12615,N. america,Trinidad and Tobago,2003,25-34 years,30,192416,9465,15.59
12616,N. america,Trinidad and Tobago,2003,35-54 years,49,343903,9465,14.25
12617,N. america,Trinidad and Tobago,2003,5-14 years,1,206114,9465,0.49
12618,N. america,Trinidad and Tobago,2003,55-74 years,22,152970,9465,14.38
12619,N. america,Trinidad and Tobago,2003,75+ years,6,34041,9465,17.63
12620,N. america,Trinidad and Tobago,2004,15-24 years,29,264879,11066,10.95
12621,N. america,Trinidad and Tobago,2004,25-34 years,47,196250,11066,23.95
12622,N. america,Trinidad and Tobago,2004,35-54 years,54,347450,11066,15.54
12623,N. america,Trinidad and Tobago,2004,5-14 years,1,198539,11066,0.5
12624,N. america,Trinidad and Tobago,2004,55-74 years,30,158354,11066,18.94
12625,N. america,Trinidad and Tobago,2004,75+ years,7,34644,11066,20.21
12626,N. america,Trinidad and Tobago,2005,15-24 years,28,262407,13258,10.67
12627,N. america,Trinidad and Tobago,2005,25-34 years,35,200867,13258,17.42
12628,N. america,Trinidad and Tobago,2005,35-54 years,52,350945,13258,14.82
12629,N. america,Trinidad and Tobago,2005,5-14 years,1,191843,13258,0.52
12630,N. america,Trinidad and Tobago,2005,55-74 years,14,164339,13258,8.52
12631,N. america,Trinidad and Tobago,2005,75+ years,6,35070,13258,17.11
12632,N. america,Trinidad and Tobago,2006,15-24 years,30,256760,15190,11.68
12633,N. america,Trinidad and Tobago,2006,25-34 years,29,207129,15190,14.0
12634,N. america,Trinidad and Tobago,2006,35-54 years,54,353654,15190,15.27
12635,N. america,Trinidad and Tobago,2006,5-14 years,2,185885,15190,1.08
12636,N. america,Trinidad and Tobago,2006,55-74 years,23,169837,15190,13.54
12637,N. america,Trinidad and Tobago,2006,75+ years,3,36036,15190,8.33
12638,N. america,Trinidad and Tobago,2007,15-24 years,24,248692,17827,9.65
12639,N. america,Trinidad and Tobago,2007,25-34 years,44,214187,17827,20.54
12640,N. america,Trinidad and Tobago,2007,35-54 years,39,356548,17827,10.94
12641,N. america,Trinidad and Tobago,2007,5-14 years,1,181765,17827,0.55
12642,N. america,Trinidad and Tobago,2007,55-74 years,17,175939,17827,9.66
12643,N. america,Trinidad and Tobago,2007,75+ years,6,36857,17827,16.28
12644,N. america,Trinidad and Tobago,2008,15-24 years,34,239070,22857,14.22
12645,N. america,Trinidad and Tobago,2008,25-34 years,42,221348,22857,18.97
12646,N. america,Trinidad and Tobago,2008,35-54 years,84,359486,22857,23.37
12647,N. america,Trinidad and Tobago,2008,5-14 years,1,179343,22857,0.56
12648,N. america,Trinidad and Tobago,2008,55-74 years,34,182539,22857,18.63
12649,N. america,Trinidad and Tobago,2008,75+ years,4,37550,22857,10.65
12650,N. america,Trinidad and Tobago,2009,15-24 years,30,229083,15652,13.1
12651,N. america,Trinidad and Tobago,2009,25-34 years,32,227765,15652,14.05
12652,N. america,Trinidad and Tobago,2009,35-54 years,43,362262,15652,11.87
12653,N. america,Trinidad and Tobago,2009,5-14 years,1,178282,15652,0.56
12654,N. america,Trinidad and Tobago,2009,55-74 years,19,189508,15652,10.03
12655,N. america,Trinidad and Tobago,2009,75+ years,3,38197,15652,7.85
12656,N. america,Trinidad and Tobago,2010,15-24 years,26,219555,18000,11.84
12657,N. america,Trinidad and Tobago,2010,25-34 years,47,232874,18000,20.18
12658,N. america,Trinidad and Tobago,2010,35-54 years,56,364825,18000,15.35
12659,N. america,Trinidad and Tobago,2010,5-14 years,2,178134,18000,1.12
12660,N. america,Trinidad and Tobago,2010,55-74 years,25,196775,18000,12.7
12661,N. america,Trinidad and Tobago,2010,75+ years,4,38839,18000,10.3
12662,N. america,Trinidad and Tobago,2011,15-24 years,25,211014,20557,11.85
12663,N. america,Trinidad and Tobago,2011,25-34 years,33,238040,20557,13.86
12664,N. america,Trinidad and Tobago,2011,35-54 years,49,366681,20557,13.36
12665,N. america,Trinidad and Tobago,2011,5-14 years,2,178727,20557,1.12
12666,N. america,Trinidad and Tobago,2011,55-74 years,25,202672,20557,12.34
12667,N. america,Trinidad and Tobago,2011,75+ years,5,40052,20557,12.48
12668,Asia,Turkey,2009,15-24 years,213,12478200,9773,1.71
12669,Asia,Turkey,2009,25-34 years,233,12374418,9773,1.88
12670,Asia,Turkey,2009,35-54 years,345,18187618,9773,1.9
12671,Asia,Turkey,2009,5-14 years,41,12747172,9773,0.32
12672,Asia,Turkey,2009,55-74 years,168,8198316,9773,2.05
12673,Asia,Turkey,2009,75+ years,50,1976695,9773,2.53
12674,Asia,Turkey,2010,15-24 years,333,12529916,11525,2.66
12675,Asia,Turkey,2010,25-34 years,309,12533891,11525,2.47
12676,Asia,Turkey,2010,35-54 years,507,18472288,11525,2.74
12677,Asia,Turkey,2010,5-14 years,52,12701936,11525,0.41
12678,Asia,Turkey,2010,55-74 years,232,8669253,11525,2.68
12679,Asia,Turkey,2010,75+ years,91,2067847,11525,4.4
12680,Asia,Turkey,2011,15-24 years,260,12543634,12237,2.07
12681,Asia,Turkey,2011,25-34 years,240,12724879,12237,1.89
12682,Asia,Turkey,2011,35-54 years,348,18774729,12237,1.85
12683,Asia,Turkey,2011,5-14 years,43,12693305,12237,0.34
12684,Asia,Turkey,2011,55-74 years,197,9162394,12237,2.15
12685,Asia,Turkey,2011,75+ years,60,2135416,12237,2.81
12686,Asia,Turkey,2012,15-24 years,278,12566908,12671,2.21
12687,Asia,Turkey,2012,25-34 years,305,12808736,12671,2.38
12688,Asia,Turkey,2012,35-54 years,512,19257947,12671,2.66
12689,Asia,Turkey,2012,5-14 years,39,12672487,12671,0.31
12690,Asia,Turkey,2012,55-74 years,235,9458029,12671,2.48
12691,Asia,Turkey,2012,75+ years,81,2212332,12671,3.66
12692,Asia,Turkey,2013,15-24 years,386,12638574,13603,3.05
12693,Asia,Turkey,2013,25-34 years,372,12813611,13603,2.9
12694,Asia,Turkey,2013,35-54 years,595,19791119,13603,3.01
12695,Asia,Turkey,2013,5-14 years,40,12629906,13603,0.32
12696,Asia,Turkey,2013,55-74 years,312,9717401,13603,3.21
12697,Asia,Turkey,2013,75+ years,105,2289741,13603,4.59
12698,Asia,Turkey,2014,15-24 years,374,12737065,13170,2.94
12699,Asia,Turkey,2014,25-34 years,308,12809750,13170,2.4
12700,Asia,Turkey,2014,35-54 years,503,20315162,13170,2.48
12701,Asia,Turkey,2014,5-14 years,39,12605649,13170,0.31
12702,Asia,Turkey,2014,55-74 years,304,10084497,13170,3.01
12703,Asia,Turkey,2014,75+ years,89,2379297,13170,3.74
12704,Asia,Turkey,2015,15-24 years,338,12841025,11961,2.63
12705,Asia,Turkey,2015,25-34 years,313,12740448,11961,2.46
12706,Asia,Turkey,2015,35-54 years,494,20760126,11961,2.38
12707,Asia,Turkey,2015,5-14 years,36,12536302,11961,0.29
12708,Asia,Turkey,2015,55-74 years,265,10536214,11961,2.52
12709,Asia,Turkey,2015,75+ years,86,2466349,11961,3.49
12710,Asia,Turkmenistan,1987,15-24 years,57,685500,815,8.32
12711,Asia,Turkmenistan,1987,25-34 years,62,540300,815,11.48
12712,Asia,Turkmenistan,1987,35-54 years,75,490100,815,15.3
12713,Asia,Turkmenistan,1987,5-14 years,9,840500,815,1.07
12714,Asia,Turkmenistan,1987,55-74 years,56,254800,815,21.98
12715,Asia,Turkmenistan,1987,75+ years,13,47900,815,27.14
12716,Asia,Turkmenistan,1988,15-24 years,72,690100,1029,10.43
12717,Asia,Turkmenistan,1988,25-34 years,62,563000,1029,11.01
12718,Asia,Turkmenistan,1988,35-54 years,73,505100,1029,14.45
12719,Asia,Turkmenistan,1988,5-14 years,8,858400,1029,0.93
12720,Asia,Turkmenistan,1988,55-74 years,43,260800,1029,16.49
12721,Asia,Turkmenistan,1988,75+ years,12,48900,1029,24.54
12722,Asia,Turkmenistan,1989,15-24 years,54,698500,1003,7.73
12723,Asia,Turkmenistan,1989,25-34 years,70,583100,1003,12.0
12724,Asia,Turkmenistan,1989,35-54 years,81,523700,1003,15.47
12725,Asia,Turkmenistan,1989,5-14 years,5,879100,1003,0.57
12726,Asia,Turkmenistan,1989,55-74 years,35,264900,1003,13.21
12727,Asia,Turkmenistan,1989,75+ years,8,49700,1003,16.1
12728,Asia,Turkmenistan,1990,15-24 years,83,711500,1036,11.67
12729,Asia,Turkmenistan,1990,25-34 years,77,599200,1036,12.85
12730,Asia,Turkmenistan,1990,35-54 years,83,545200,1036,15.22
12731,Asia,Turkmenistan,1990,5-14 years,6,902800,1036,0.66
12732,Asia,Turkmenistan,1990,55-74 years,32,270300,1036,11.84
12733,Asia,Turkmenistan,1990,75+ years,17,50800,1036,33.46
12734,Asia,Turkmenistan,1991,15-24 years,81,727800,1014,11.13
12735,Asia,Turkmenistan,1991,25-34 years,73,612600,1014,11.92
12736,Asia,Turkmenistan,1991,35-54 years,70,566400,1014,12.36
12737,Asia,Turkmenistan,1991,5-14 years,4,929600,1014,0.43
12738,Asia,Turkmenistan,1991,55-74 years,40,277900,1014,14.39
12739,Asia,Turkmenistan,1991,75+ years,5,48200,1014,10.37
12740,Asia,Turkmenistan,1992,15-24 years,93,744200,984,12.5
12741,Asia,Turkmenistan,1992,25-34 years,59,625900,984,9.43
12742,Asia,Turkmenistan,1992,35-54 years,77,579400,984,13.29
12743,Asia,Turkmenistan,1992,5-14 years,11,956400,984,1.15
12744,Asia,Turkmenistan,1992,55-74 years,25,298300,984,8.38
12745,Asia,Turkmenistan,1992,75+ years,6,48700,984,12.32
12746,Asia,Turkmenistan,1993,15-24 years,71,770500,954,9.21
12747,Asia,Turkmenistan,1993,25-34 years,52,644200,954,8.07
12748,Asia,Turkmenistan,1993,35-54 years,62,622300,954,9.96
12749,Asia,Turkmenistan,1993,5-14 years,7,953800,954,0.73
12750,Asia,Turkmenistan,1993,55-74 years,42,293500,954,14.31
12751,Asia,Turkmenistan,1993,75+ years,6,46800,954,12.82
12752,Asia,Turkmenistan,1994,15-24 years,75,793300,748,9.45
12753,Asia,Turkmenistan,1994,25-34 years,51,654200,748,7.8
12754,Asia,Turkmenistan,1994,35-54 years,61,654900,748,9.31
12755,Asia,Turkmenistan,1994,5-14 years,5,982500,748,0.51
12756,Asia,Turkmenistan,1994,55-74 years,32,295600,748,10.83
12757,Asia,Turkmenistan,1994,75+ years,10,42600,748,23.47
12758,Asia,Turkmenistan,1995,15-24 years,81,866500,650,9.35
12759,Asia,Turkmenistan,1995,25-34 years,47,713100,650,6.59
12760,Asia,Turkmenistan,1995,35-54 years,73,717700,650,10.17
12761,Asia,Turkmenistan,1995,5-14 years,9,1148500,650,0.78
12762,Asia,Turkmenistan,1995,55-74 years,31,323200,650,9.59
